Price,journey_day,journey_month,journey_year,Dept_Time_hour,Dept_Time_min,Arrival_Time_hour,Arrival_Time_min,dur_hour,dur_min
6587,21,3,2019,21,0,19,15,22,15
8728,27,3,2019,5,10,18,50,13,40
7452,18,5,2019,20,45,7,10,10,25
4823,6,6,2019,20,0,22,50,2,50
8310,9,5,2019,7,5,22,30,15,25
5403,1,4,2019,11,30,14,20,2,50
13376,9,6,2019,14,35,12,35,22,0
10877,3,6,2019,10,35,19,0,8,25
14815,6,3,2019,22,50,0,45,25,55
6558,21,3,2019,6,40,16,10,9,30
14067,21,5,2019,9,0,21,0,12,0
9627,21,5,2019,9,15,19,0,9,45
14714,3,6,2019,19,15,19,0,23,45
5000,9,5,2019,5,35,8,50,3,15
9845,21,3,2019,6,0,21,0,15,0
10844,18,5,2019,18,55,16,20,21,25
7048,27,3,2019,4,45,13,20,8,35
12692,12,6,2019,9,35,10,55,25,20
13843,9,3,2019,21,50,18,50,21,0
7832,21,3,2019,14,5,7,40,17,35
4049,1,6,2019,9,15,10,45,1,30
12242,27,3,2019,8,0,18,50,10,50
10262,24,6,2019,19,15,19,0,23,45
14571,9,6,2019,8,25,19,50,11,25
4174,24,5,2019,17,10,19,40,2,30
11264,27,5,2019,6,0,12,35,6,35
4174,18,4,2019,21,25,0,5,2,40
3540,12,6,2019,5,15,7,40,2,25
9345,18,5,2019,7,10,20,20,13,10
9653,6,6,2019,16,40,19,15,26,35
3342,18,3,2019,6,20,7,45,1,25
8073,18,5,2019,10,0,1,30,15,30
7064,1,4,2019,6,30,20,45,14,15
13376,27,6,2019,14,35,12,35,22,0
15135,6,3,2019,8,25,18,50,10,25
10413,24,5,2019,10,0,20,25,10,25
9187,1,5,2019,20,20,10,45,14,25
13292,1,6,2019,9,35,12,35,27,0
6674,9,3,2019,7,35,16,10,8,35
8330,9,5,2019,17,30,1,30,8,0
11200,1,6,2019,6,40,19,0,12,20
10262,3,6,2019,10,0,12,35,26,35
6216,15,4,2019,14,40,17,50,3,10
10844,18,5,2019,20,0,19,50,23,50
11134,24,3,2019,16,55,18,10,25,15
5277,18,6,2019,22,5,0,25,2,20
14300,27,6,2019,8,10,12,35,28,25
17471,6,3,2019,22,50,20,20,21,30
10844,21,5,2019,21,10,9,20,12,10
5469,15,3,2019,5,45,8,35,2,50
10262,9,6,2019,14,0,12,35,22,35
7185,6,3,2019,16,35,22,50,6,15
3807,18,6,2019,19,55,22,25,2,30
14714,1,6,2019,17,30,4,25,10,55
8610,6,5,2019,7,10,20,20,13,10
17234,6,3,2019,7,5,18,50,11,45
15629,12,6,2019,11,35,21,0,9,25
6128,27,3,2019,7,5,21,20,14,15
16289,9,3,2019,16,0,4,25,12,25
15129,9,5,2019,5,30,19,0,13,30
7832,21,3,2019,14,5,10,25,20,20
22270,1,3,2019,8,0,16,10,8,10
11467,1,5,2019,17,0,9,45,16,45
4392,9,5,2019,19,5,20,35,1,30
4491,6,5,2019,17,10,19,40,2,30
9663,18,5,2019,21,10,9,20,12,10
5883,27,6,2019,18,35,1,30,6,55
14777,3,3,2019,19,0,7,40,12,40
5162,21,5,2019,6,50,10,30,3,40
4804,1,6,2019,21,25,0,5,2,40
8529,12,6,2019,14,5,12,0,21,55
10844,9,6,2019,6,30,16,20,9,50
3873,9,4,2019,6,55,9,30,2,35
4804,12,6,2019,9,35,12,20,2,45
5678,12,5,2019,2,55,4,20,1,25
12681,1,4,2019,6,30,18,15,11,45
9623,15,3,2019,5,50,12,20,6,30
15147,3,3,2019,8,55,21,0,12,5
9345,24,5,2019,7,10,23,25,16,15
7757,6,5,2019,18,55,10,5,15,10
10844,12,5,2019,16,30,12,0,19,30
11948,3,3,2019,11,5,22,10,35,5
13376,27,6,2019,6,45,12,35,29,50
6117,15,5,2019,19,0,4,40,9,40
6171,6,3,2019,4,55,16,10,11,15
13626,12,6,2019,14,5,19,50,5,45
17471,6,3,2019,21,25,19,10,21,45
7531,21,3,2019,10,20,19,15,8,55
12373,9,5,2019,15,0,4,25,13,25
16289,27,5,2019,7,5,12,35,5,30
4777,24,3,2019,10,10,13,0,2,50
5198,21,4,2019,8,20,11,20,3,0
10844,6,6,2019,14,5,23,35,9,30
7171,18,5,2019,17,0,19,45,2,45
11942,27,6,2019,18,45,19,15,24,30
4423,27,4,2019,10,30,13,20,2,50
5586,18,3,2019,14,55,17,50,2,55
11134,24,3,2019,16,55,12,0,19,5
4284,24,3,2019,5,50,8,40,2,50
6245,1,5,2019,14,15,16,45,2,30
10341,15,3,2019,10,20,18,15,7,55
6860,3,3,2019,5,45,8,35,2,50
2050,3,4,2019,19,30,20,45,1,15
5797,24,6,2019,17,45,1,30,7,45
7648,9,3,2019,8,30,11,30,3,0
8851,15,3,2019,21,10,23,55,2,45
13007,6,6,2019,10,0,5,25,19,25
13067,24,5,2019,9,35,9,45,24,10
4049,18,3,2019,16,55,21,50,4,55
12692,12,6,2019,17,0,18,0,25,0
4667,9,5,2019,11,40,13,55,2,15
8938,3,3,2019,7,10,21,20,14,10
10208,21,3,2019,7,30,15,30,8,0
7354,3,6,2019,11,25,19,15,7,50
5438,21,4,2019,17,0,19,45,2,45
4107,24,5,2019,22,50,1,20,2,30
11134,24,3,2019,19,45,12,0,16,15
10262,15,6,2019,20,55,12,35,15,40
14083,24,5,2019,7,0,1,20,18,20
9345,9,6,2019,7,10,23,25,16,15
12373,9,5,2019,17,30,12,35,19,5
10196,15,6,2019,16,0,1,30,9,30
5947,15,4,2019,16,0,21,0,5,0
13044,12,6,2019,14,5,9,20,19,15
9663,18,5,2019,5,45,9,20,27,35
27992,1,3,2019,5,45,20,20,14,35
7476,24,3,2019,15,10,19,50,4,40
10413,9,6,2019,7,0,20,25,13,25
10261,1,6,2019,11,40,19,15,7,35
14151,6,6,2019,9,35,23,35,14,0
5176,6,4,2019,6,10,8,55,2,45
14714,6,6,2019,10,0,4,25,18,25
9314,15,5,2019,17,0,14,25,21,25
14714,24,6,2019,21,50,4,25,6,35
12192,6,6,2019,8,0,19,0,11,0
1759,3,4,2019,22,45,0,15,1,30
4744,27,3,2019,2,5,7,25,5,20
7229,21,5,2019,19,50,22,50,3,0
15029,9,3,2019,0,20,4,25,28,5
4462,15,3,2019,20,25,23,5,2,40
6300,12,3,2019,8,20,10,35,2,15
2575,21,3,2019,19,30,20,45,1,15
11087,12,3,2019,18,55,19,10,24,15
6305,27,3,2019,4,0,13,20,9,20
8290,9,3,2019,19,40,22,20,2,40
5769,18,6,2019,7,10,10,10,3,0
4990,12,4,2019,21,15,0,15,3,0
6135,3,3,2019,23,25,2,10,2,45
5733,27,3,2019,2,0,7,45,5,45
7670,15,5,2019,6,0,21,0,15,0
12819,27,6,2019,19,10,19,0,23,50
4823,3,5,2019,20,0,22,50,2,50
6979,9,5,2019,4,55,21,0,16,5
10493,24,3,2019,9,25,18,30,9,5
16111,9,3,2019,20,0,19,15,23,15
10651,9,6,2019,22,0,19,15,21,15
6600,27,5,2019,5,5,16,10,11,5
10919,12,6,2019,14,35,12,35,22,0
5198,21,3,2019,10,10,12,55,2,45
12778,12,3,2019,8,50,16,20,31,30
2754,27,3,2019,19,5,20,30,1,25
15129,9,5,2019,23,5,19,0,19,55
7255,9,5,2019,20,25,1,30,5,5
14486,21,3,2019,7,5,13,20,6,15
6591,21,4,2019,7,0,12,55,5,55
3573,21,5,2019,21,10,0,5,2,55
10262,1,6,2019,15,0,12,35,21,35
14388,15,5,2019,18,55,10,5,15,10
14714,3,6,2019,17,30,19,0,25,30
10368,12,6,2019,19,30,12,35,17,5
3384,21,3,2019,9,30,12,5,2,35
7742,24,3,2019,12,0,13,40,25,40
6386,9,6,2019,2,0,7,45,5,45
7229,6,6,2019,18,55,22,0,3,5
8891,6,5,2019,9,25,18,30,9,5
13587,1,6,2019,13,0,21,0,8,0
8227,27,3,2019,7,30,13,20,5,50
12125,1,4,2019,9,50,23,15,13,25
3873,15,6,2019,22,20,0,40,2,20
13377,12,6,2019,16,0,1,30,9,30
10953,12,5,2019,20,25,23,35,27,10
4622,9,3,2019,6,55,9,35,2,40
14231,24,3,2019,13,55,10,5,20,10
10262,24,6,2019,21,50,19,0,21,10
3943,15,4,2019,22,10,1,0,2,50
8610,12,5,2019,20,20,20,20,24,0
6717,21,3,2019,7,5,22,20,15,15
10877,24,6,2019,8,30,19,0,10,30
4775,1,5,2019,15,15,20,5,4,50
14571,9,6,2019,16,30,22,35,6,5
6205,24,3,2019,9,35,12,30,2,55
14151,18,5,2019,20,25,18,0,21,35
6637,27,3,2019,11,40,21,0,9,20
12074,3,3,2019,7,30,10,50,27,20
4804,21,6,2019,11,30,14,5,2,35
7252,6,5,2019,21,0,2,15,5,15
6069,3,6,2019,7,35,12,10,4,35
15554,9,5,2019,11,30,19,0,7,30
3850,18,5,2019,15,40,18,25,2,45
12940,18,5,2019,18,45,19,15,24,30
8844,1,5,2019,11,15,18,30,7,15
15190,12,6,2019,7,5,19,0,11,55
9134,15,3,2019,8,0,16,10,8,10
11822,9,4,2019,20,55,12,35,15,40
15078,9,5,2019,15,0,1,30,10,30
11005,1,3,2019,22,45,0,10,1,25
7006,21,3,2019,15,0,1,35,10,35
4259,9,3,2019,16,55,21,50,4,55
11762,9,3,2019,21,30,19,15,21,45
8147,24,3,2019,8,55,9,0,24,5
3841,27,5,2019,6,55,9,30,2,35
4174,3,4,2019,17,15,19,50,2,35
12898,27,5,2019,17,30,4,25,10,55
5583,6,6,2019,15,45,22,5,6,20
10262,6,6,2019,11,30,19,0,7,30
7229,6,5,2019,6,0,8,45,2,45
15129,21,5,2019,5,30,4,25,22,55
4668,9,6,2019,21,0,23,50,2,50
4990,18,4,2019,18,25,21,20,2,55
6985,24,3,2019,22,10,0,55,2,45
4823,3,4,2019,16,55,19,55,3,0
9345,18,5,2019,7,10,18,50,11,40
10844,15,5,2019,14,5,16,20,26,15
14657,9,5,2019,9,35,12,35,27,0
6818,3,6,2019,5,5,16,10,11,5
11543,15,5,2019,5,55,7,40,25,45
2175,24,3,2019,22,45,0,10,1,25
10844,6,6,2019,18,55,16,20,21,25
8040,1,4,2019,7,5,8,30,1,25
14571,6,6,2019,8,25,20,45,12,20
14571,9,6,2019,6,30,12,0,5,30
12898,21,5,2019,16,0,12,35,20,35
14848,12,6,2019,10,0,19,15,9,15
8283,18,5,2019,19,0,1,30,6,30
7229,21,4,2019,15,15,18,10,2,55
8405,18,5,2019,11,40,1,30,13,50
19266,3,3,2019,5,40,4,25,22,45
11038,6,3,2019,17,40,8,15,14,35
8016,12,6,2019,18,55,22,0,3,5
3384,21,3,2019,17,45,20,5,2,20
6573,9,4,2019,18,35,1,30,6,55
12819,24,6,2019,23,5,19,0,19,55
15129,21,5,2019,9,40,4,25,18,45
3943,27,6,2019,23,30,2,20,2,50
7832,24,3,2019,22,50,12,15,13,25
6860,24,3,2019,7,10,10,5,2,55
4823,12,5,2019,18,25,21,20,2,55
5228,6,5,2019,17,0,19,45,2,45
13364,1,4,2019,14,5,19,50,5,45
13555,18,3,2019,16,55,7,40,14,45
5277,6,3,2019,22,5,0,25,2,20
13243,12,5,2019,7,0,1,20,18,20
9794,9,5,2019,6,0,19,0,13,0
8016,6,6,2019,6,0,8,45,2,45
13377,1,6,2019,17,30,1,30,8,0
12692,9,6,2019,17,0,22,5,29,5
10697,6,6,2019,8,20,18,30,10,10
3384,27,3,2019,9,30,12,5,2,35
6734,9,5,2019,6,50,22,30,15,40
10844,6,6,2019,20,0,9,20,13,20
5228,24,5,2019,21,5,23,55,2,50
8891,24,5,2019,9,25,11,10,25,45
3384,27,3,2019,7,55,10,15,2,20
17057,3,3,2019,8,0,21,0,13,0
3480,3,4,2019,19,20,23,45,4,25
4423,3,5,2019,9,30,12,20,2,50
14178,9,6,2019,6,30,4,40,22,10
4760,24,6,2019,8,45,13,15,4,30
14151,1,4,2019,20,25,9,45,13,20
12681,1,4,2019,20,0,16,20,20,20
4886,3,4,2019,11,0,14,15,3,15
3807,21,6,2019,10,20,12,55,2,35
4804,18,5,2019,4,40,7,15,2,35
5694,9,3,2019,7,30,12,20,4,50
10197,24,5,2019,9,0,19,0,10,0
4077,15,6,2019,23,30,2,20,2,50
14781,1,5,2019,6,30,18,15,11,45
5224,9,5,2019,11,30,14,5,2,35
4804,24,4,2019,21,25,0,5,2,40
8586,21,5,2019,6,30,4,40,22,10
7662,21,5,2019,12,0,13,15,25,15
18550,3,3,2019,9,55,18,50,8,55
8610,12,6,2019,17,0,23,25,6,25
7229,1,5,2019,7,10,10,10,3,0
12009,6,6,2019,10,0,5,25,19,25
14151,18,5,2019,17,0,21,5,28,5
4729,9,4,2019,5,10,8,0,2,50
7931,3,3,2019,5,10,8,0,2,50
12898,21,5,2019,11,30,12,35,25,5
16289,9,3,2019,6,50,4,25,21,35
13292,3,6,2019,21,25,19,0,21,35
7618,27,5,2019,8,0,21,0,13,0
13377,15,6,2019,18,15,1,30,7,15
5192,12,6,2019,7,35,23,30,15,55
7268,24,6,2019,11,40,19,15,7,35
12384,24,5,2019,20,25,9,45,13,20
5694,15,3,2019,4,0,6,50,2,50
16338,18,3,2019,8,55,15,55,7,0
7198,6,6,2019,13,0,1,30,12,30
6540,21,3,2019,8,0,18,50,10,50
3210,3,6,2019,19,35,21,5,1,30
3873,18,6,2019,6,55,9,30,2,35
4483,21,4,2019,11,10,13,55,2,45
6752,15,5,2019,16,45,22,25,5,40
4823,12,4,2019,7,10,10,5,2,55
10203,6,5,2019,20,30,8,55,12,25
3873,18,5,2019,22,20,0,40,2,20
2017,27,3,2019,13,10,14,30,1,20
8586,6,6,2019,8,25,4,40,20,15
31825,1,3,2019,22,50,10,25,11,35
16057,15,5,2019,10,0,13,45,27,45
10262,6,6,2019,2,15,4,25,26,10
6593,1,6,2019,20,25,1,30,5,5
3971,24,6,2019,21,10,0,5,2,55
16289,9,3,2019,19,15,18,50,23,35
9314,1,5,2019,9,35,9,45,24,10
4030,21,5,2019,17,45,20,45,3,0
13587,12,6,2019,14,0,21,0,7,0
9314,1,5,2019,20,25,18,0,21,35
6253,15,6,2019,20,45,7,10,10,25
5192,15,4,2019,7,35,23,30,15,55
16372,1,5,2019,9,25,13,45,28,20
5403,24,4,2019,11,30,14,20,2,50
11200,27,3,2019,11,30,18,50,7,20
3858,12,6,2019,11,35,14,0,2,25
4174,6,4,2019,15,30,18,5,2,35
5411,27,4,2019,18,5,21,10,3,5
3175,15,5,2019,16,55,18,25,1,30
3858,24,5,2019,14,45,17,5,2,20
13941,1,5,2019,20,0,4,40,8,40
12182,15,6,2019,13,15,19,15,30,0
4990,21,6,2019,16,55,19,55,3,0
10539,9,6,2019,20,25,22,5,25,40
6860,9,3,2019,10,5,13,0,2,55
8001,6,3,2019,14,55,17,50,2,55
10262,27,6,2019,22,50,19,0,20,10
8085,6,5,2019,17,0,23,25,6,25
3419,27,6,2019,0,25,3,15,2,50
15164,1,5,2019,10,0,13,45,27,45
6565,24,3,2019,17,15,20,0,2,45
9254,27,3,2019,5,25,18,50,13,25
6857,6,6,2019,6,50,10,30,3,40
12140,12,5,2019,7,0,1,20,18,20
3841,6,6,2019,9,0,11,25,2,25
14781,6,5,2019,8,25,19,50,11,25
8372,18,5,2019,10,0,7,40,21,40
8607,1,4,2019,16,45,23,15,30,30
13587,24,6,2019,10,0,21,0,11,0
15554,18,5,2019,20,55,4,25,7,30
10844,21,5,2019,21,10,19,50,22,40
4392,24,5,2019,12,0,13,30,1,30
6961,27,5,2019,17,0,19,45,2,45
8907,18,5,2019,9,45,23,0,13,15
6442,15,6,2019,8,35,22,30,13,55
8586,15,5,2019,14,5,23,35,9,30
13486,15,5,2019,12,55,19,15,30,20
3100,6,6,2019,19,30,20,45,1,15
15812,6,3,2019,17,55,4,25,34,30
5201,24,4,2019,18,5,21,10,3,5
9413,3,3,2019,7,35,21,20,13,45
13591,6,6,2019,20,15,19,15,23,0
5678,1,6,2019,2,55,4,20,1,25
6781,3,3,2019,8,15,23,10,14,55
7832,21,3,2019,18,40,11,25,16,45
14053,9,3,2019,16,0,18,50,26,50
10703,9,5,2019,20,25,9,45,13,20
13727,15,5,2019,17,30,1,30,8,0
7408,24,6,2019,13,0,21,0,8,0
20800,1,3,2019,14,5,11,25,21,20
11911,3,6,2019,13,20,7,40,18,20
5403,3,4,2019,7,0,9,40,2,40
13469,6,6,2019,9,35,19,10,9,35
11270,6,6,2019,21,25,12,35,15,10
6152,24,6,2019,20,45,6,35,9,50
12452,27,3,2019,8,0,4,25,20,25
10844,15,5,2019,16,30,16,20,23,50
8216,18,5,2019,11,55,22,30,10,35
13626,12,6,2019,6,30,19,50,13,20
7084,6,3,2019,7,5,21,20,14,15
7575,9,5,2019,4,55,19,15,14,20
6781,3,3,2019,8,15,8,50,24,35
6478,6,6,2019,7,10,10,10,3,0
2385,15,3,2019,5,45,7,5,1,20
9385,18,5,2019,13,0,21,0,8,0
5048,18,4,2019,7,45,10,40,2,55
5058,12,6,2019,20,25,1,30,5,5
11269,21,3,2019,6,0,13,20,7,20
7363,9,4,2019,19,0,1,30,6,30
11762,9,3,2019,21,30,19,15,21,45
15764,6,3,2019,15,5,4,25,13,20
10262,12,6,2019,10,0,4,25,18,25
10919,3,6,2019,14,35,12,35,22,0
10262,15,6,2019,17,30,19,0,25,30
11883,6,5,2019,5,50,23,15,17,25
3847,21,3,2019,22,20,0,40,2,20
5678,12,6,2019,19,35,21,5,1,30
8662,12,5,2019,7,10,22,40,15,30
12898,27,5,2019,14,0,4,25,14,25
4423,12,5,2019,21,10,0,5,2,55
8991,12,6,2019,17,40,8,15,14,35
5409,15,5,2019,17,55,22,50,4,55
6442,27,4,2019,8,35,16,10,7,35
9941,24,5,2019,12,0,21,50,9,50
6494,21,3,2019,6,40,21,20,14,40
7198,24,6,2019,17,0,1,30,8,30
7110,9,3,2019,5,45,8,35,2,50
11087,12,3,2019,18,55,9,30,14,35
4804,9,5,2019,20,20,22,55,2,35
4823,15,6,2019,7,10,10,5,2,55
14151,12,5,2019,9,35,19,10,9,35
10791,27,6,2019,6,0,19,0,13,0
7980,1,4,2019,7,10,9,5,25,55
6587,27,4,2019,5,15,6,50,25,35
3687,6,5,2019,7,5,9,20,2,15
13307,15,5,2019,18,45,19,15,24,30
2050,24,3,2019,15,0,16,25,1,25
10197,9,5,2019,9,0,19,0,10,0
4668,24,6,2019,21,0,23,50,2,50
4990,24,5,2019,13,0,15,50,2,50
4049,24,5,2019,6,25,7,55,1,30
7933,15,6,2019,9,0,21,0,12,0
4049,6,5,2019,9,10,10,40,1,30
6645,27,3,2019,7,5,4,25,21,20
8040,18,6,2019,8,45,10,15,1,30
8098,21,3,2019,13,0,1,35,12,35
10262,3,6,2019,2,15,19,0,16,45
12284,18,3,2019,18,40,7,40,13,0
10262,3,6,2019,15,0,19,0,28,0
4990,12,4,2019,20,0,22,50,2,50
12568,18,3,2019,17,25,10,35,17,10
11841,6,5,2019,14,5,23,35,9,30
18371,15,6,2019,2,15,12,35,10,20
23267,1,3,2019,10,20,18,15,7,55
13067,1,5,2019,9,35,23,35,14,0
5277,21,6,2019,22,5,0,25,2,20
13879,27,5,2019,17,15,7,40,14,25
4174,9,4,2019,17,15,19,50,2,35
10178,9,5,2019,19,45,19,15,23,30
13882,12,6,2019,11,45,4,25,16,40
4878,21,5,2019,19,30,22,15,2,45
4668,27,6,2019,9,45,12,35,2,50
10844,21,5,2019,20,0,22,35,26,35
7005,27,6,2019,8,45,21,0,12,15
12898,21,5,2019,2,15,12,35,10,20
9929,15,6,2019,3,50,19,15,15,25
14714,1,6,2019,10,0,19,0,9,0
6094,21,4,2019,5,10,8,0,2,50
16736,6,3,2019,11,40,23,0,11,20
7229,3,4,2019,11,10,14,5,2,55
8882,18,5,2019,4,55,12,35,7,40
10197,9,5,2019,8,0,19,0,11,0
4804,12,5,2019,20,20,22,55,2,35
13628,3,3,2019,7,30,13,20,5,50
6216,27,5,2019,14,40,17,50,3,10
7480,21,5,2019,5,15,6,50,25,35
11936,12,6,2019,10,0,16,15,6,15
3859,18,3,2019,8,20,10,35,2,15
8586,12,5,2019,20,0,10,5,14,5
21730,1,3,2019,21,10,0,5,2,55
6628,1,6,2019,17,10,1,30,8,20
10151,1,5,2019,12,0,7,55,19,55
11467,21,5,2019,17,0,14,25,21,25
7010,15,6,2019,5,10,10,5,4,55
7229,3,4,2019,17,45,20,45,3,0
8033,9,3,2019,13,10,16,10,3,0
7229,18,5,2019,11,10,14,5,2,55
6911,9,6,2019,21,0,2,15,5,15
14300,27,6,2019,20,0,19,0,23,0
13033,9,6,2019,7,0,1,20,18,20
3943,24,5,2019,4,0,6,50,2,50
6205,9,3,2019,9,35,12,30,2,55
14871,6,3,2019,11,30,21,0,9,30
5678,18,5,2019,2,55,4,20,1,25
16108,1,6,2019,11,30,19,15,7,45
17261,6,3,2019,20,35,9,30,12,55
3311,12,5,2019,5,55,8,35,2,40
4174,12,4,2019,11,30,14,5,2,35
4823,9,6,2019,16,55,19,45,2,50
8425,9,3,2019,22,0,13,20,15,20
7229,15,5,2019,11,10,14,5,2,55
5281,9,6,2019,10,35,19,35,9,0
17549,9,3,2019,8,0,4,25,20,25
13797,3,6,2019,8,0,21,0,13,0
4823,12,4,2019,8,30,11,20,2,50
7258,3,6,2019,17,40,9,35,15,55
18192,3,3,2019,12,50,1,35,12,45
13899,1,5,2019,10,0,5,25,19,25
10844,9,5,2019,14,5,20,45,6,40
14151,12,5,2019,9,35,9,45,24,10
15147,6,3,2019,15,15,1,35,10,20
3898,15,6,2019,7,45,10,40,2,55
6818,15,5,2019,5,5,16,10,11,5
14781,15,5,2019,16,30,12,0,19,30
5192,21,5,2019,15,10,23,30,8,20
14441,27,6,2019,5,30,12,35,7,5
14151,24,5,2019,20,25,21,5,24,40
4226,18,5,2019,19,35,23,15,3,40
13381,27,5,2019,20,15,19,15,23,0
10678,15,6,2019,4,55,19,0,14,5
12242,27,3,2019,11,30,18,50,7,20
4995,21,6,2019,2,55,4,20,1,25
10262,1,6,2019,20,55,4,25,7,30
3841,15,4,2019,22,20,0,40,2,20
9663,9,5,2019,20,0,12,0,16,0
5224,18,4,2019,11,30,14,5,2,35
14533,18,5,2019,7,5,19,15,12,10
2017,24,5,2019,22,45,0,15,1,30
5769,12,6,2019,18,55,22,0,3,5
11622,21,3,2019,10,45,18,50,8,5
4823,3,4,2019,18,55,21,50,2,55
7832,21,3,2019,14,5,11,25,21,20
9001,24,6,2019,7,30,19,15,11,45
2754,27,6,2019,12,0,13,30,1,30
7229,24,5,2019,7,10,10,10,3,0
6937,9,3,2019,21,5,1,45,4,40
13033,6,6,2019,10,0,1,20,15,20
3625,3,5,2019,5,55,8,35,2,40
13292,27,6,2019,21,25,19,0,21,35
12778,12,3,2019,8,50,10,15,25,25
3841,1,6,2019,14,55,17,25,2,30
2227,18,3,2019,21,20,22,45,1,25
6171,9,5,2019,8,35,17,15,8,40
10676,12,5,2019,12,0,7,55,19,55
13014,24,6,2019,19,30,12,35,17,5
2754,18,3,2019,2,30,4,0,1,30
8367,27,3,2019,17,15,7,40,14,25
5177,3,4,2019,2,15,4,25,26,10
4174,18,4,2019,17,10,19,40,2,30
9794,15,5,2019,8,45,19,0,10,15
10486,27,5,2019,9,45,16,10,6,25
15058,21,5,2019,8,0,19,15,11,15
4804,27,4,2019,22,15,0,50,2,35
17024,6,3,2019,16,0,19,45,27,45
8855,12,5,2019,16,40,0,15,7,35
8372,9,6,2019,21,0,7,40,10,40
4050,24,6,2019,2,55,4,20,1,25
7229,12,5,2019,11,10,14,5,2,55
2385,18,3,2019,5,45,7,5,1,20
3898,24,6,2019,11,40,14,30,2,50
6860,3,3,2019,1,30,4,15,2,45
6749,27,5,2019,6,5,11,20,5,15
15107,21,5,2019,14,30,23,15,8,45
10368,15,6,2019,9,40,4,25,18,45
7832,21,3,2019,7,0,21,20,14,20
2385,27,5,2019,13,15,14,45,1,30
4804,24,6,2019,14,25,16,55,2,30
8236,21,3,2019,16,40,19,15,26,35
6416,27,3,2019,11,30,21,0,9,30
10262,9,6,2019,11,30,19,0,7,30
14714,9,6,2019,22,50,19,0,20,10
7646,1,4,2019,15,55,21,25,5,30
7480,1,6,2019,20,40,9,25,12,45
11982,27,5,2019,17,45,20,5,2,20
8309,18,5,2019,10,35,19,15,8,40
13344,9,6,2019,5,30,12,35,7,5
4227,1,4,2019,19,0,9,50,14,50
9706,21,3,2019,12,0,7,40,19,40
2017,6,5,2019,13,15,14,45,1,30
6442,12,6,2019,8,35,22,30,13,55
8016,15,6,2019,18,55,22,0,3,5
5298,1,4,2019,6,50,12,10,5,20
4878,21,5,2019,17,0,19,35,2,35
10262,24,6,2019,14,0,4,25,14,25
4176,12,5,2019,4,50,9,50,5,0
5883,15,6,2019,11,25,1,30,14,5
12717,6,6,2019,10,0,19,0,9,0
3850,12,5,2019,7,55,10,15,2,20
3597,27,5,2019,19,35,21,55,2,20
2175,9,5,2019,13,15,14,45,1,30
7080,12,4,2019,23,55,2,45,2,50
8849,1,4,2019,21,10,8,15,11,5
9899,12,6,2019,8,25,19,50,11,25
4878,15,6,2019,7,0,9,40,2,40
7787,9,5,2019,7,30,19,15,11,45
3597,3,5,2019,17,45,20,5,2,20
5281,1,4,2019,10,35,19,35,9,0
9345,15,5,2019,20,20,18,50,22,30
6442,24,6,2019,11,55,22,30,10,35
6838,6,6,2019,9,15,21,0,11,45
3597,3,6,2019,17,45,20,5,2,20
3173,21,3,2019,5,45,7,5,1,20
13377,3,6,2019,18,15,1,30,7,15
9314,9,5,2019,20,25,18,0,21,35
9856,9,3,2019,13,15,22,20,9,5
8372,21,5,2019,8,0,19,15,11,15
7064,1,4,2019,18,55,18,15,23,20
4804,1,5,2019,22,15,0,50,2,35
13029,27,5,2019,5,30,19,0,13,30
7640,24,5,2019,14,20,22,30,8,10
22270,1,3,2019,8,0,15,15,7,15
4441,1,4,2019,21,5,23,55,2,50
12898,27,5,2019,9,0,4,25,19,25
7064,1,4,2019,18,55,16,20,21,25
10844,9,6,2019,8,25,20,45,12,20
4174,9,6,2019,9,0,11,25,2,25
8529,12,6,2019,16,30,20,45,28,15
3625,21,5,2019,22,10,1,0,2,50
3419,21,5,2019,0,30,3,25,2,55
3850,24,5,2019,5,15,7,40,2,25
12802,24,5,2019,16,50,13,45,20,55
9748,6,3,2019,15,55,21,55,6,0
6104,3,6,2019,17,10,1,30,8,20
3943,21,6,2019,21,15,0,15,3,0
7514,3,6,2019,6,50,16,10,9,20
18308,6,3,2019,19,55,22,35,2,40
17327,6,3,2019,21,10,16,55,4,15
8892,27,3,2019,13,5,7,40,18,35
9794,27,5,2019,10,20,19,0,8,40
4423,1,4,2019,0,30,3,25,2,55
10844,24,5,2019,20,0,20,45,24,45
15554,9,5,2019,18,15,19,0,24,45
11982,1,5,2019,17,45,20,5,2,20
4049,3,6,2019,6,25,7,55,1,30
5618,24,3,2019,14,20,16,55,2,35
13591,27,6,2019,20,15,19,15,23,0
9508,27,5,2019,10,0,1,30,15,30
3543,18,6,2019,9,45,12,0,2,15
7229,18,4,2019,18,55,22,0,3,5
4668,18,6,2019,11,30,14,20,2,50
14388,21,5,2019,14,5,10,5,20,0
10844,15,5,2019,18,55,12,0,17,5
7690,9,6,2019,20,40,9,25,12,45
13067,21,5,2019,9,35,9,45,24,10
1965,3,4,2019,5,45,7,15,1,30
16289,9,3,2019,16,0,18,50,26,50
10203,12,5,2019,20,30,8,55,12,25
15149,6,5,2019,14,5,23,35,9,30
9345,21,5,2019,17,0,23,25,6,25
2017,18,5,2019,5,45,7,15,1,30
9345,15,5,2019,7,10,23,25,16,15
6528,6,5,2019,14,35,15,20,24,45
15603,3,3,2019,7,0,13,20,6,20
13376,24,6,2019,6,45,4,25,21,40
